Racquet Name,Racquet Type,URL,Head Size:,Length:,Strung Weight:,Balance:,Swingweight:,Stiffness:,Beam Width:,Composition:,Power Level:,Stroke Style:,Swing Speed:,Racquet Colors:,Grip Type:,String Pattern:,String Tension:,Price,Rating
Wilson Triad Three,Power Racquets,https://www.tennis-warehouse.com/Wilson_Triad_Three/descpageRCWILSON-WTRI3.html,113 in / 729.03 cm,27.5in / 69.85cm,9.8oz / 278g,14.56in / 36.98cm / 6 pts HH,331.0,N/A (very low),26mm / 30mm / 26mm,Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue,Wilson Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HOne PieceNo Shared Holes",50-60 pounds,199.0,5.0
Head Instinct PWR 110,Power Racquets,https://www.tennis-warehouse.com/Head_Instinct_PWR_110/descpageRCHEAD-INSPW0.html,110 in / 709.68 cm,27.4in / 69.6cm,9.7oz / 275g,13.8in / 35.05cm / 1 pts HH,307.0,67,26mm / 25mm / 23mm,Graphene 360+/Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue,Head Hydrosorb Comfort,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesShared: 10T,10H",52-62 pounds,169.0,4.0
Head Instinct PWR 115,Power Racquets,https://www.tennis-warehouse.com/Head_Instinct_PWR_115/descpageRCHEAD-INSPW5.html,115 in / 741.93 cm,27.7in / 70.36cm,8.7oz / 247g,15in / 38.1cm / 9 pts HH,314.0,70,28mm / 29mm / 29mm,Graphene 360+/Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue,Head Hydrosorb Comfort,"16 Mains / 19 CrossesMains skip: 8T,7H,9HTwo PiecesNo Shared Holes",52-62 pounds,169.0,5.0
Head Titanium Ti.S6 Strung,Power Racquets,https://www.tennis-warehouse.com/Head_Titanium_TiS6_Strung/descpageRCHEAD-TIS6.html,115 in / 741.93 cm,27.75in / 70.49cm,8.9oz / 252g,14.9in / 37.85cm / 8 pts HH,318.0,75,27mm-28mm,Graphite / Titanium Composite,High,Compact-Medium,Slow-Moderate,Silver & Blue,Head Cusion Grip,"16 Mains / 19 CrossesMains skip: 8T,7H,9HOne PieceNo Shared Holes",57-66 pounds,99.0,4.5
Head Graphene XT Instinct PWR,Power Racquets,https://www.tennis-warehouse.com/Head_Graphene_XT_Instinct_PWR/descpageRCHEAD-HIPWR.html,115 sq. in. / 741.93 sq. cm.,27.7in / 70.36cm,8.6oz / 243.81g,11 pts HH,316.0,70,28mm / 29mm / 29.5mm /,Graphene XT/Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue/ White,Hydrosorb Comfort,16 Mains / 19 CrossesMains skip: 8T 7H 9HTwo PiecesNo Shared Holes,52-62 pounds,89.0,5.0
Yonex ASTREL 105,Power Racquets,https://www.tennis-warehouse.com/Yonex_ASTREL_105/descpageRCYONEX-AST105.html,105 in� / 677.42 cm�,27in / 68.58cm,9.8oz / 278g,13.38in / 33.99cm / 1 pts HL,298.0,68,27mm / 28.5mm / 25mm,HM Graphite/ Vibeslayer Carbon,Medium-High,Medium-Full,Slow-Moderate,"White, Blue",Yonex Synthetic,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",40-55 pounds,295.0,5.0
Yonex ASTREL 115,Power Racquets,https://www.tennis-warehouse.com/Yonex_ASTREL_115/descpageRCYONEX-AST115.html,115 in� / 741.93 cm�,26.75in / 67.95cm,9.7oz / 275g,13.6in / 34.54cm / 2 pts HH,292.0,68,27mm / 28.5mm / 25mm,HM Graphite/ Vibeslayer Carbon,Medium-High,Medium-Full,Slow-Moderate,Black/Gold/White,Yonex Synthetic,"16 Mains / 17 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",40-55 pounds,295.0,5.0
Yonex EZONE 110,Power Racquets,https://www.tennis-warehouse.com/Yonex_EZONE_110/descpageRCYONEX-EZ110.html,110 in / 709.68 cm,27.25in / 69.22cm,9.6oz / 272g,13.45in / 34.16cm / 1 pts HL,302.0,66,26mm / 29mm / 24mm,H.M. Graphite,Medium,Medium,Medium,Blue,Yonex Synthetic,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",40-55 pounds,209.0,5.0
Prince O3 Legacy 120,Power Racquets,https://www.tennis-warehouse.com/Prince_O3_Legacy_120/descpageRCTWABG-P3LY12.html,120 in� / 774.19 cm�,27.25in / 69.22cm,9.7oz / 275g,14.2in / 36.07cm / 5 pts HH,328.0,72,27.5mm / 29.5mm / 27mm,Twaron/Textreme/Graphite,High,Compact,Slow,Purple,Prince ResiTex Soft,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",55-65 pounds,189.0,4.8
Prince Legacy 120,Power Racquets,https://www.tennis-warehouse.com/Prince_Legacy_120/descpageRCTWABG-PLGY12.html,120 in / 774.19 cm,27.25in / 69.22cm,9.4oz / 266g,14.68in / 37.29cm / 8 pts HH,317.0,73,30.2mm / 29mm / 27mm,Twaron/Textreme/Graphite,High,Compact,Slow,Purple,Prince ResiTex Soft,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",50-60 pounds,179.0,5.0
Prince O3 Legacy 110,Power Racquets,https://www.tennis-warehouse.com/Prince_O3_Legacy_110/descpageRCTWABG-P3LY11.html,110 in² / 709.68 cm²,27.25in / 69.22cm,10.1oz / 286g,14in / 35.56cm / 3 pts HH,327.0,73,25mm / 27mm / 26mm,Twaron/Textreme/Graphite,Medium,Medium,Medium,Blue,Prince ResiTex Soft,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",53-63 pounds,189.0,5.0
Prince Warrior 107,Power Racquets,https://www.tennis-warehouse.com/Prince_Warrior_107/descpageRCPRINCE-PWAR17.html,107 in / 690.32 cm,27in / 68.58cm,10.2oz / 289g,13.5in / 34.29cm / 0 pts EB,313.0,68,28mm / 27mm / 24mm,Graphite,Low-Medium,Compact-Medium,Medium-Fast,White,Prince Synthetic,"16 Mains / 19 CrossesMains skip:7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,69.0,4.7
Dunlop FX 700,Power Racquets,https://www.tennis-warehouse.com/Dunlop_FX_700/descpageRCDUNLOP-DFX7R.html,107 in / 690.32 cm,27.5in / 69.85cm,9.8oz / 278g,13.7in / 34.8cm / 0 pts EB,325.0,67,23mm / 27mm / 23mm,Sonic Core Infinergy/Graphite,Medium,Medium,Medium,Blue/Black,Dunlop Synthetic,"16 Mains / 18 CrossesMains skip: 8T,8HOne PieceNo Shared Holes",40-60 pounds,199.0,5.0
Dunlop LX 1000,Power Racquets,https://www.tennis-warehouse.com/Dunlop_LX_1000/descpageRCDUNLOP-DLX100.html,115 in / 741.93 cm,27.5in / 69.85cm,9.5oz / 269g,14.56in / 36.98cm / 6 pts HH,321.0,75,27.5mm / 28mm / 26mm,Flex Touch Resin/Graphite,High,Compact,Slow,Silver/White,Dunlop Synthetic,"16 Mains / 18 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",40-55 pounds,249.0,4.5
Dunlop LX 800,Power Racquets,https://www.tennis-warehouse.com/Dunlop_LX_800/descpageRCDUNLOP-DLX800.html,110 in / 709.68 cm,27.5in / 69.85cm,9.6oz / 272g,14.37in / 36.5cm / 5 pts HH,312.0,76,26mm / 27mm / 26mm,Flex Touch Resin/Graphite,Medium-High,Compact-Medium,Slow-Moderate,White,Dunlop Synthetic,"16 Mains / 18 CrossesMains skip: 8T,8HOne PieceNo Shared Holes",40-55 pounds,249.0,5.0
